url1_lang,url2_lang,pair_id,link1,link2,ia_link1,ia_link2,Geography,Entities,Time,Narrative,Overall,Style,Tone
en,en,1494117899_1500349190,http://rssfeeds.cincinnati.com/~/615799532/0/cincinnati-uk~Late-voice-of-Kentucky-athletics-Cawood-Ledford-voted-into-NSMA-Hall-of-Fame/,https://businessday.ng/exclusives/article/nigerias-infrastructure-challenges-dampen-investors-sentiment-at-uk-africa-summit/,https://web.archive.org/web/rssfeeds.cincinnati.com/~/615799532/0/cincinnati-uk~Late-voice-of-Kentucky-athletics-Cawood-Ledford-voted-into-NSMA-Hall-of-Fame/,https://web.archive.org/web/businessday.ng/exclusives/article/nigerias-infrastructure-challenges-dampen-investors-sentiment-at-uk-africa-summit/,4.0,4.0,1.0,4.0,4.0,4.0,4.0
pl,pl,1483874442_1484114568,"https://www.rmf24.pl/fakty/polska/news-pijany-kierowca-uciekal-przed-policja-auto-uderzylo-w-ogrodz,nId,4238388",https://nczas.com/2020/01/01/wielki-sukces-polskiej-policji-zatrzymali-20-latka-ktory-rzucil-petarda/,"https://web.archive.org/web/www.rmf24.pl/fakty/polska/news-pijany-kierowca-uciekal-przed-policja-auto-uderzylo-w-ogrodz,nId,4238388",https://web.archive.org/web/nczas.com/2020/01/01/wielki-sukces-polskiej-policji-zatrzymali-20-latka-ktory-rzucil-petarda/,3.0,2.0,1.0,3.0,3.0,1.0,1.0
en,en,1484040132_1484209656,https://mobilesyrup.com/2020/01/01/aisha-maliks-favourite-things-of-2019/,https://www.thenewscommenter.com/news/In-2020-conservatives-need-to-get-a-handle-on-nationalism/1252445,https://web.archive.org/web/mobilesyrup.com/2020/01/01/aisha-maliks-favourite-things-of-2019/,https://web.archive.org/web/www.thenewscommenter.com/news/In-2020-conservatives-need-to-get-a-handle-on-nationalism/1252445,3.5,4.0,1.3333333333333333,4.0,4.0,3.0,3.3333333333333335
de,en,1556488279_1573093212,https://www.wp.de/panorama/coronavirus-in-new-york-zehntausende-betten-zu-wenig-id228756855.html,https://www.democracynow.org/2020/3/23/headlines/1_in_3_people_in_us_under_lockdown_as_cases_soar_and_critical_supplies_dwindle,https://web.archive.org/web/www.wp.de/panorama/coronavirus-in-new-york-zehntausende-betten-zu-wenig-id228756855.html,https://web.archive.org/web/www.democracynow.org/2020/3/23/headlines/1_in_3_people_in_us_under_lockdown_as_cases_soar_and_critical_supplies_dwindle,2.0,2.0,1.0,2.0,2.0,2.0,1.0
en,en,1484037348_1484256518,https://www.cbr.com/comics-to-read-january-1st-2020/,https://pleated-jeans.com/2019/12/31/brands-trying-to-reach-the-youths-and-missing-by-a-mile-17-pics/,https://web.archive.org/web/www.cbr.com/comics-to-read-january-1st-2020/,https://web.archive.org/web/pleated-jeans.com/2019/12/31/brands-trying-to-reach-the-youths-and-missing-by-a-mile-17-pics/,4.0,4.0,1.0,3.6666666666666665,3.6666666666666665,2.0,3.0
de,de,1512200102_1565757400,https://www.wiwo.de/unternehmen/auto/automobilindustrie-tesla-kann-volks-elektrowagen-werden/25497228.html,"https://www.morgenweb.de/mannheimer-morgen_artikel,-auto-verbraucher-legen-wert-auf-autoproduktion-in-deutschland-_arid,1624432.html",https://web.archive.org/web/www.wiwo.de/unternehmen/auto/automobilindustrie-tesla-kann-volks-elektrowagen-werden/25497228.html,"https://web.archive.org/web/www.morgenweb.de/mannheimer-morgen_artikel,-auto-verbraucher-legen-wert-auf-autoproduktion-in-deutschland-_arid,1624432.html",3.0,3.0,4.0,4.0,4.0,3.0,2.0
es,es,1577762284_1574118002,http://www.hechosdezapala.com.ar/ver_noticia.php?id=20200414083201,https://www.minutoneuquen.com/neuquen/2020/4/9/zapala-asi-es-la-evolucion-de-los-casos-positivos-de-coronavirus-204812.html,https://web.archive.org/web/www.hechosdezapala.com.ar/ver_noticia.php?id=20200414083201,https://web.archive.org/web/www.minutoneuquen.com/neuquen/2020/4/9/zapala-asi-es-la-evolucion-de-los-casos-positivos-de-coronavirus-204812.html,1.0,2.0,1.0,1.0,1.0,2.0,1.0
de,de,1487029097_1487837386,https://www.stern.de/panorama/weltgeschehen/tod-im-urlaubsidyll--sechs-junge-deutsche-sterben-in-den-suedtiroler-alpen-9074072.html?utm_campaign=panorama&utm_medium=rssfeed&utm_source=standard,https://www.spiegel.de/panorama/justiz/suedtirol-deutsche-verstirbt-nach-schwerem-unfall-mit-sechs-toten-im-krankenhaus-a-1303828.html#ref=rss,https://web.archive.org/web/www.stern.de/panorama/weltgeschehen/tod-im-urlaubsidyll--sechs-junge-deutsche-sterben-in-den-suedtiroler-alpen-9074072.html?utm_campaign=panorama&utm_medium=rssfeed&utm_source=standard,https://web.archive.org/web/www.spiegel.de/panorama/justiz/suedtirol-deutsche-verstirbt-nach-schwerem-unfall-mit-sechs-toten-im-krankenhaus-a-1303828.html#ref=rss,1.0,1.0,1.0,1.0,1.0,1.0,1.0
de,de,1523322034_1522594269,https://www.rga.de/panorama/fuessen-youtube-busch-buschmann-scherz-prank-polizei-bayern-passanten-zr-13544209.html?cmp=defrss,https://www.stuttgarter-nachrichten.de/inhalt.fuessen-mann-verkleidet-sich-als-busch-und-erschreckt-passanten.5cd717a9-8a13-4c2c-af03-7a30613ab864.html,https://web.archive.org/web/www.rga.de/panorama/fuessen-youtube-busch-buschmann-scherz-prank-polizei-bayern-passanten-zr-13544209.html?cmp=defrss,https://web.archive.org/web/www.stuttgarter-nachrichten.de/inhalt.fuessen-mann-verkleidet-sich-als-busch-und-erschreckt-passanten.5cd717a9-8a13-4c2c-af03-7a30613ab864.html,1.0,1.0,1.0,2.0,1.0,1.0,1.0
en,en,1484010574_1483876247,https://adage.com/article/year-end-lists-2019/10-most-advertised-brands-today-vs-decade-ago/2221686,https://www.mercurynews.com/2019/12/31/games-of-the-decade-2010-to-2019-a-personal-list-of-favorites/,https://web.archive.org/web/adage.com/article/year-end-lists-2019/10-most-advertised-brands-today-vs-decade-ago/2221686,https://web.archive.org/web/www.mercurynews.com/2019/12/31/games-of-the-decade-2010-to-2019-a-personal-list-of-favorites/,1.0,2.5,1.0,2.0,2.5,2.0,1.0
de,de,1496361342_1495999758,https://www.nzz.ch/schweiz/schweizer-medizinaltechnik-eu-erhoeht-den-druck-ld.1534093,http://thunertagblatt.ch/schweiz/standard/Am-WEF-soll-der-Bundesrat-die-MedtechBranche-retten/story/26281637,https://web.archive.org/web/www.nzz.ch/schweiz/schweizer-medizinaltechnik-eu-erhoeht-den-druck-ld.1534093,https://web.archive.org/web/thunertagblatt.ch/schweiz/standard/Am-WEF-soll-der-Bundesrat-die-MedtechBranche-retten/story/26281637,1.3333333333333333,2.0,1.0,1.3333333333333333,1.0,1.0,1.3333333333333333
de,de,1597656477_1598652936,https://www.kleinezeitung.at/international/5809698/Deutschland_Forscher-wiesen-Antikoerper-gegen-Coronavirus-nach?from=rss,https://www.werra-rundschau.de/panorama/corona-braunschweiger-wissenschaftler-entdecken-antikoerper-zr-13752398.html?cmp=defrss,https://web.archive.org/web/www.kleinezeitung.at/international/5809698/Deutschland_Forscher-wiesen-Antikoerper-gegen-Coronavirus-nach?from=rss,https://web.archive.org/web/www.werra-rundschau.de/panorama/corona-braunschweiger-wissenschaftler-entdecken-antikoerper-zr-13752398.html?cmp=defrss,1.0,2.0,1.0,1.0,1.0,1.0,1.0
en,en,1551884766_1552472467,http://www.newson6.com/story/41909881/stocks-tumble-amid-economic-hit-from-the-coronavirus,https://www.ac2news.com/2020/03/trump-proposes-direct-payments-to-americans-as-part-of-coronavirus-plan/,https://web.archive.org/web/www.newson6.com/story/41909881/stocks-tumble-amid-economic-hit-from-the-coronavirus,https://web.archive.org/web/www.ac2news.com/2020/03/trump-proposes-direct-payments-to-americans-as-part-of-coronavirus-plan/,1.0,3.0,1.0,4.0,3.0,4.0,2.0
de,de,1548859697_1548797618,https://www.moneycab.com/dossiers/corona-pandemie-trifft-europa-mit-voller-wucht/,https://www.stern.de/panorama/video-europa-bleibt-daheim--menschenleere-strassen--geschlossene-grenzen-9182328.html?utm_campaign=alle-nachrichten&utm_medium=rss-feed&utm_source=standard,https://web.archive.org/web/www.moneycab.com/dossiers/corona-pandemie-trifft-europa-mit-voller-wucht/,https://web.archive.org/web/www.stern.de/panorama/video-europa-bleibt-daheim--menschenleere-strassen--geschlossene-grenzen-9182328.html?utm_campaign=alle-nachrichten&utm_medium=rss-feed&utm_source=standard,1.0,4.0,1.0,1.0,1.0,4.0,1.0
ar,ar,1512990161_1525628321,http://www.elmogaz.com/node/586787,https://www.elwatannews.com/news/details/4590371,https://web.archive.org/web/www.elmogaz.com/node/586787,https://web.archive.org/web/www.elwatannews.com/news/details/4590371,1.0,1.0,2.0,4.0,4.0,1.0,1.0
en,en,1484008680_1484210554,https://www.dailydemocrat.com/2020/01/01/20-dont-you-dare-miss-it-2020-rose-parade-moments-to-watch-for-and-one-no-drone-warning/,https://www.pasadenastarnews.com/2020/01/01/rose-parade-2020-hope-history-diversity-and-a-welcome-return-to-normal/,https://web.archive.org/web/www.dailydemocrat.com/2020/01/01/20-dont-you-dare-miss-it-2020-rose-parade-moments-to-watch-for-and-one-no-drone-warning/,https://web.archive.org/web/www.pasadenastarnews.com/2020/01/01/rose-parade-2020-hope-history-diversity-and-a-welcome-return-to-normal/,1.0,1.3333333333333333,1.0,1.0,1.0,2.0,1.0
de,en,1568718702_1580219677,https://www.deutschlandfunk.de/opioid-krise-in-den-usa-restriktive-regeln-in-deutschland.769.de.html?dram:article_id=458948,https://www.todayonline.com/world/germanys-merkel-backs-who-calls-more-coronavirus-cooperation-0,https://web.archive.org/web/www.deutschlandfunk.de/opioid-krise-in-den-usa-restriktive-regeln-in-deutschland.769.de.html?dram:article_id=458948,https://web.archive.org/web/www.todayonline.com/world/germanys-merkel-backs-who-calls-more-coronavirus-cooperation-0,3.0,4.0,4.0,4.0,4.0,1.0,2.0
en,en,1484395547_1484362668,https://www.detroitnews.com/story/news/local/michigan/2020/01/01/2020-lookahead-michigan-politics-business-development-cars-tigers-lions-michigan-state-um-football/2776615001/,https://www.telegram.com/news/20200101/2020-outlook-seven-state-issues-to-watch-over-7-months?rssfeed=true,https://web.archive.org/web/www.detroitnews.com/story/news/local/michigan/2020/01/01/2020-lookahead-michigan-politics-business-development-cars-tigers-lions-michigan-state-um-football/2776615001/,https://web.archive.org/web/www.telegram.com/news/20200101/2020-outlook-seven-state-issues-to-watch-over-7-months?rssfeed=true,2.3333333333333335,3.0,1.3333333333333333,3.3333333333333335,3.3333333333333335,2.3333333333333335,2.0
es,es,1564713372_1531827762,https://www.nlarenas.com/2020/03/viajar-o-no-durante-alerta-mundial-por-coronavirus/,https://www.publimetro.cl/cl/social/2020/02/26/coronavirus-brasil-italia-china-corea-del-sur-iran-mundo.html,https://web.archive.org/web/www.nlarenas.com/2020/03/viajar-o-no-durante-alerta-mundial-por-coronavirus/,https://web.archive.org/web/www.publimetro.cl/cl/social/2020/02/26/coronavirus-brasil-italia-china-corea-del-sur-iran-mundo.html,2.0,2.0,1.0,2.0,2.0,3.0,2.0
de,de,1570870190_1571624555,https://www.bazonline.ch/boris-johnson-auf-intensivstation-verlegt-427795397082,https://www.saarbruecker-zeitung.de/nachrichten/politik/inland/wegen-corona-auf-intesivstation-wie-krank-ist-boris-johnson-wirklich_aid-49969671,https://web.archive.org/web/www.bazonline.ch/boris-johnson-auf-intensivstation-verlegt-427795397082,https://web.archive.org/web/www.saarbruecker-zeitung.de/nachrichten/politik/inland/wegen-corona-auf-intesivstation-wie-krank-ist-boris-johnson-wirklich_aid-49969671,1.0,1.0,1.0,2.0,2.0,1.0,2.0
de,de,1484217090_1484195934,https://www.tagblatt.ch/newsticker/international/ovp-und-grune-einigen-sich-auf-ein-gemeinsames-programm-ld.1181973,https://www.gn-online.de/ticker/zeichen-in-oesterreich-stehen-auf-schwarz-gruen-337413.html,https://web.archive.org/web/www.tagblatt.ch/newsticker/international/ovp-und-grune-einigen-sich-auf-ein-gemeinsames-programm-ld.1181973,https://web.archive.org/web/www.gn-online.de/ticker/zeichen-in-oesterreich-stehen-auf-schwarz-gruen-337413.html,1.0,1.3333333333333333,1.0,1.0,1.0,1.6666666666666667,1.0
ar,ar,1578322414_1486580327,http://alrai.com/article/10533164/إقتصاد/الأردنيون-استهلكوا-240-مليون-رغيف-في-شهر?rss=1,http://alrai.com/article/10518043/إقتصاد/(نقابة-المخابز)-لاتغيير-على-أسعار-الطحين?rss=1,https://web.archive.org/web/alrai.com/article/10533164/إقتصاد/الأردنيون-استهلكوا-240-مليون-رغيف-في-شهر?rss=1,https://web.archive.org/web/alrai.com/article/10518043/إقتصاد/(نقابة-المخابز)-لاتغيير-على-أسعار-الطحين?rss=1,1.0,1.0,4.0,4.0,4.0,1.0,1.0
tr,tr,1619948304_1533133015,https://www.haberler.com/maltepe-merkez-camii-nde-sosyal-mesafeli-cuma-13270853-haberi/,https://www.haberler.com/maltepe-huzurlu-sokaklar-denetimi-yapildi-12962393-haberi/,https://web.archive.org/web/www.haberler.com/maltepe-merkez-camii-nde-sosyal-mesafeli-cuma-13270853-haberi/,https://web.archive.org/web/www.haberler.com/maltepe-huzurlu-sokaklar-denetimi-yapildi-12962393-haberi/,1.0,4.0,4.0,4.0,4.0,1.0,1.0
en,en,1546436608_1537314287,https://www.filmibeat.com/malayalam/news/2020/marakkar-arabikadalinte-simham-cannot-be-compared-with-baahubali-mohanlal-296110.html?utm_source=/rss/filmibeat-fb.xml&utm_medium=104.71.130.39&utm_campaign=client-rss,https://www.filmibeat.com/malayalam/news/2020/marakkar-arabikadalinte-simham-official-trailer-to-be-released-on-this-date-295715.html?utm_source=/rss/filmibeat-malayalam-fb.xml&utm_medium=104.71.130.39&utm_campaign=client-rss,https://web.archive.org/web/www.filmibeat.com/malayalam/news/2020/marakkar-arabikadalinte-simham-cannot-be-compared-with-baahubali-mohanlal-296110.html?utm_source=/rss/filmibeat-fb.xml&utm_medium=104.71.130.39&utm_campaign=client-rss,https://web.archive.org/web/www.filmibeat.com/malayalam/news/2020/marakkar-arabikadalinte-simham-official-trailer-to-be-released-on-this-date-295715.html?utm_source=/rss/filmibeat-malayalam-fb.xml&utm_medium=104.71.130.39&utm_campaign=client-rss,1.0,1.0,2.0,4.0,4.0,2.0,4.0
en,en,1484011774_1484200356,"https://books.google.com/books?id=UMfv38IQtr0C&amp;pg=PT285&amp;lpg=PT285&amp;dq=Archibald+Cox,+who+said+that+#v=onepage&amp;q=Archibald%2520Cox%252C%2520who%2520said%2520that%2520",https://www.ksdk.com/article/features/st-louis-man-visits-all-national-park-services-sites/63-1fa72b9c-a63f-4f6e-bf01-254e893ec244,"https://web.archive.org/web/books.google.com/books?id=UMfv38IQtr0C&amp;pg=PT285&amp;lpg=PT285&amp;dq=Archibald+Cox,+who+said+that+#v=onepage&amp;q=Archibald%2520Cox%252C%2520who%2520said%2520that%2520",https://web.archive.org/web/www.ksdk.com/article/features/st-louis-man-visits-all-national-park-services-sites/63-1fa72b9c-a63f-4f6e-bf01-254e893ec244,4.0,4.0,4.0,4.0,4.0,1.0,1.0
ar,ar,1539735204_1614098605,https://arabic.sputniknews.com/arab_world/202003051044777884--%D8%AD%D8%A7%D8%AC%D8%B2-%D9%84%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A-%D9%8A%D8%B7%D8%B1%D8%AF-%D8%AF%D9%88%D8%B1%D9%8A%D8%A9-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A9-%D9%84%D9%84%D9%85%D8%B1%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A3%D8%B3%D8%A8%D9%88%D8%B9%D9%8A%D9%86%D9%81%D9%8A%D8%AF%D9%8A%D9%88/,https://arabic.sputniknews.com/arab_world/202005221045507641-%D9%85%D8%AD%D8%AA%D8%AC%D9%88%D9%86-%D9%8A%D8%AD%D8%B1%D9%82%D9%88%D9%86-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D9%85%D9%82%D8%B1%D8%A7%D8%AA-%D9%85%D9%8A%D9%84%D8%B4%D9%8A%D8%A7-%D8%AE%D8%A7%D8%B6%D8%B9%D8%A9-%D9%84%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D8%B4%D8%B1%D9%82-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7/,https://web.archive.org/web/arabic.sputniknews.com/arab_world/202003051044777884--%D8%AD%D8%A7%D8%AC%D8%B2-%D9%84%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A-%D9%8A%D8%B7%D8%B1%D8%AF-%D8%AF%D9%88%D8%B1%D9%8A%D8%A9-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A9-%D9%84%D9%84%D9%85%D8%B1%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A3%D8%B3%D8%A8%D9%88%D8%B9%D9%8A%D9%86%D9%81%D9%8A%D8%AF%D9%8A%D9%88/,https://web.archive.org/web/arabic.sputniknews.com/arab_world/202005221045507641-%D9%85%D8%AD%D8%AA%D8%AC%D9%88%D9%86-%D9%8A%D8%AD%D8%B1%D9%82%D9%88%D9%86-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D9%85%D9%82%D8%B1%D8%A7%D8%AA-%D9%85%D9%8A%D9%84%D8%B4%D9%8A%D8%A7-%D8%AE%D8%A7%D8%B6%D8%B9%D8%A9-%D9%84%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D8%B4%D8%B1%D9%82-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7/,2.0,2.0,4.0,3.0,3.0,1.0,1.0
tr,tr,1538115899_1551595176,https://www.haberler.com/buyukcekmece-de-agir-hasarli-iki-bina-daha-yikildi-12979555-haberi/,https://www.haberturk.com/buyukcekmece-de-pazarlara-koronavirus-ayari-2617148,https://web.archive.org/web/www.haberler.com/buyukcekmece-de-agir-hasarli-iki-bina-daha-yikildi-12979555-haberi/,https://web.archive.org/web/www.haberturk.com/buyukcekmece-de-pazarlara-koronavirus-ayari-2617148,1.0,2.0,3.0,4.0,3.0,1.0,1.0
es,es,1544491241_1546152678,http://www.diariodetabasco.mx/arena-deportiva/2020/03/10/atlanta-united-se-conforma-empate-ante-america/,https://www.minutoneuquen.com/deportes/2020/3/12/el-contundente-triunfo-del-america-ante-el-atlanta-united-por-concachampions-195476.html,https://web.archive.org/web/www.diariodetabasco.mx/arena-deportiva/2020/03/10/atlanta-united-se-conforma-empate-ante-america/,https://web.archive.org/web/www.minutoneuquen.com/deportes/2020/3/12/el-contundente-triunfo-del-america-ante-el-atlanta-united-por-concachampions-195476.html,1.0,2.0,1.0,2.0,2.0,3.0,2.0
en,en,1484454196_1483879052,https://menafn.com/1099497007/US-Financial-Services-Cyber-Security-Market-Insights-Covering-Dynamics-and-Competitive-Scenario-through-2020?src=Rss,https://www.informationng.com/2020/01/mfm-pastor-daniel-olukoya-releases-2020-prophecies.html,https://web.archive.org/web/menafn.com/1099497007/US-Financial-Services-Cyber-Security-Market-Insights-Covering-Dynamics-and-Competitive-Scenario-through-2020?src=Rss,https://web.archive.org/web/www.informationng.com/2020/01/mfm-pastor-daniel-olukoya-releases-2020-prophecies.html,4.0,4.0,1.0,4.0,4.0,3.5,4.0
de,de,1593242729_1506953769,https://www.noz.de/deutschland-welt/nordrhein-westfalen/artikel/2044737/stall-mit-1000-schweinen-brennt-ab,https://www1.wdr.de/nachrichten/westfalen-lippe/zue-dorsten-fluechtlingsunterbringung-100.html,https://web.archive.org/web/www.noz.de/deutschland-welt/nordrhein-westfalen/artikel/2044737/stall-mit-1000-schweinen-brennt-ab,https://web.archive.org/web/www1.wdr.de/nachrichten/westfalen-lippe/zue-dorsten-fluechtlingsunterbringung-100.html,3.0,4.0,4.0,4.0,4.0,1.0,2.0
de,en,1617921134_1534420100,https://de.news-front.info/2020/05/27/in-argentinien-nahmen-arzte-an-strasenprotesten-teil/,https://www.aljazeera.com/news/2020/02/argentina-football-producers-face-competition-imports-200228145400050.html,https://web.archive.org/web/de.news-front.info/2020/05/27/in-argentinien-nahmen-arzte-an-strasenprotesten-teil/,https://web.archive.org/web/www.aljazeera.com/news/2020/02/argentina-football-producers-face-competition-imports-200228145400050.html,1.0,4.0,4.0,4.0,4.0,3.0,2.0
es,es,1484212836_1484022122,https://www.eldiarionuevodia.com.ar/nacional/policiales/2020/1/1/detuvieron-al-acusado-de-apunalar-la-hiena-barrios-100602.html,https://noticiasmendoza.com.ar/apunalaron-a-jorge-la-hiena-barrios-en-cordoba/?utm_source=rss&utm_medium=rss&utm_campaign=apunalaron-a-jorge-la-hiena-barrios-en-cordoba,https://web.archive.org/web/www.eldiarionuevodia.com.ar/nacional/policiales/2020/1/1/detuvieron-al-acusado-de-apunalar-la-hiena-barrios-100602.html,https://web.archive.org/web/noticiasmendoza.com.ar/apunalaron-a-jorge-la-hiena-barrios-en-cordoba/?utm_source=rss&utm_medium=rss&utm_campaign=apunalaron-a-jorge-la-hiena-barrios-en-cordoba,1.0,1.5,1.0,1.0,1.0,1.5,1.0
de,de,1489586581_1487943620,https://www.epochtimes.de/politik/welt/teheran-informierte-irak-ueber-geplante-bombardierung-von-us-militaerstuetzpunkten-a3119801.html,http://www.lvz.de/Nachrichten/Politik/Iraks-Regierungschef-will-gemeinsam-mit-USA-Krieg-gegen-Iran-verhindern,https://web.archive.org/web/www.epochtimes.de/politik/welt/teheran-informierte-irak-ueber-geplante-bombardierung-von-us-militaerstuetzpunkten-a3119801.html,https://web.archive.org/web/www.lvz.de/Nachrichten/Politik/Iraks-Regierungschef-will-gemeinsam-mit-USA-Krieg-gegen-Iran-verhindern,2.0,2.0,1.0,3.0,2.0,1.0,2.0
fr,fr,1561076497_1554916328,http://feedproxy.google.com/~r/LeGrandSoir/~3/z59-edfMkfQ/reelection-d-almagro-a-l-oea-jugee-lamentable-par-le-mexique.html,https://www.humanite.fr/amerique-latine-luis-almagro-la-tete-de-loea-les-coups-tordus-ont-de-beaux-jours-686632#xtor=RSS-1,https://web.archive.org/web/feedproxy.google.com/~r/LeGrandSoir/~3/z59-edfMkfQ/reelection-d-almagro-a-l-oea-jugee-lamentable-par-le-mexique.html,https://web.archive.org/web/www.humanite.fr/amerique-latine-luis-almagro-la-tete-de-loea-les-coups-tordus-ont-de-beaux-jours-686632#xtor=RSS-1,1.0,2.0,2.0,2.0,2.0,1.0,3.0
de,de,1483962076_1483858256,https://www.presseportal.de/blaulicht/pm/12415/4481386,https://www.presseportal.de/blaulicht/pm/11530/4481162,https://web.archive.org/web/www.presseportal.de/blaulicht/pm/12415/4481386,https://web.archive.org/web/www.presseportal.de/blaulicht/pm/11530/4481162,2.3333333333333335,3.0,1.0,2.0,3.0,1.0,1.0
de,en,1537605470_1588888301,http://www.sn-online.de/Nachrichten/Panorama/Uebersicht/Polizeihund-Harras-ueberfuehrt-Diebesbande-in-Unterfranken,https://blueprint.ng/ogun-herbalist-2-others-in-police-net-for-killing-7-year-old-boy-for-ritual/,https://web.archive.org/web/www.sn-online.de/Nachrichten/Panorama/Uebersicht/Polizeihund-Harras-ueberfuehrt-Diebesbande-in-Unterfranken,https://web.archive.org/web/blueprint.ng/ogun-herbalist-2-others-in-police-net-for-killing-7-year-old-boy-for-ritual/,4.0,4.0,4.0,4.0,4.0,1.0,4.0
de,en,1485248056_1505621624,https://www.abendblatt.de/vermischtes/article228045887/Greta-Thunberg-Klimaaktivistin-feiert-ihren-17-Geburtstag.html,https://sputniknews.com/environment/202001271078147173-greta-thunbergs-bodyguards-harass-journalist-in-stockholm--video/,https://web.archive.org/web/www.abendblatt.de/vermischtes/article228045887/Greta-Thunberg-Klimaaktivistin-feiert-ihren-17-Geburtstag.html,https://web.archive.org/web/sputniknews.com/environment/202001271078147173-greta-thunbergs-bodyguards-harass-journalist-in-stockholm--video/,2.0,3.0,3.0,4.0,3.0,2.0,3.0
en,en,1484012136_1484002341,https://www.statesman.com/entertainment/20200101/vinyl-revival-records-players-top-gifts-in-2019,https://www.mychamplainvalley.com/weather/weather-blogs/weather-blog-snow-showers-give-way-to-sunshine-thursday/,https://web.archive.org/web/www.statesman.com/entertainment/20200101/vinyl-revival-records-players-top-gifts-in-2019,https://web.archive.org/web/www.mychamplainvalley.com/weather/weather-blogs/weather-blog-snow-showers-give-way-to-sunshine-thursday/,2.0,4.0,2.3333333333333335,3.6666666666666665,4.0,3.0,2.3333333333333335
en,en,1554924956_1558078423,https://www.cbr.com/dynamite-entertainment-coronavirus-retailer-relief-plan/,https://www.cbr.com/cbldf-aid-comic-book-retailers-covid-19/,https://web.archive.org/web/www.cbr.com/dynamite-entertainment-coronavirus-retailer-relief-plan/,https://web.archive.org/web/www.cbr.com/cbldf-aid-comic-book-retailers-covid-19/,1.0,2.0,1.0,4.0,4.0,2.0,2.0
en,en,1484013598_1483817303,https://www.leicestermercury.co.uk/news/local-news/man-stabbed-after-new-years-3696408,http://timesofindia.indiatimes.com/videos/news/surrounded-by-snow-indian-soldiers-sing-heartwarming-song-for-the-new-year/videoshow/73056202.cms,https://web.archive.org/web/www.leicestermercury.co.uk/news/local-news/man-stabbed-after-new-years-3696408,https://web.archive.org/web/timesofindia.indiatimes.com/videos/news/surrounded-by-snow-indian-soldiers-sing-heartwarming-song-for-the-new-year/videoshow/73056202.cms,3.6666666666666665,3.3333333333333335,1.3333333333333333,3.6666666666666665,3.6666666666666665,1.6666666666666667,2.6666666666666665
en,en,1484698308_1587130797,https://www.teaparty.org/untouchable-ghislaine-maxwell-has-serious-dirt-on-elites-confident-wont-face-charges-for-epstein-pedophile-network-423021/,https://pagesix.com/2020/01/01/ghislaine-maxwells-powerful-contacts-protecting-her-in-safe-houses/?_ga=2.96415068.1926208286.1578037650-767540865.1575477337,https://web.archive.org/web/www.teaparty.org/untouchable-ghislaine-maxwell-has-serious-dirt-on-elites-confident-wont-face-charges-for-epstein-pedophile-network-423021/,https://web.archive.org/web/pagesix.com/2020/01/01/ghislaine-maxwells-powerful-contacts-protecting-her-in-safe-houses/?_ga=2.96415068.1926208286.1578037650-767540865.1575477337,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333
de,de,1503884389_1545788957,https://uncut-news.ch/2020/01/24/horst-luening-warum-europa-hart-crasht-und-wie-du-dein-geld-rettest-mission-money/,https://uncut-news.ch/2020/03/12/dicke-luft-bei-den-deutschen-autobauern/,https://web.archive.org/web/uncut-news.ch/2020/01/24/horst-luening-warum-europa-hart-crasht-und-wie-du-dein-geld-rettest-mission-money/,https://web.archive.org/web/uncut-news.ch/2020/03/12/dicke-luft-bei-den-deutschen-autobauern/,1.0,3.0,4.0,4.0,4.0,3.0,1.0
de,de,1544460647_1517108188,https://wochenblatt.cc/papagei-mit-kaefig-gestohlen/,https://wochenblatt.cc/stadtteil-san-francisco-vom-vorbild-zur-hoelle/,https://web.archive.org/web/wochenblatt.cc/papagei-mit-kaefig-gestohlen/,https://web.archive.org/web/wochenblatt.cc/stadtteil-san-francisco-vom-vorbild-zur-hoelle/,1.0,2.6666666666666665,3.0,3.0,2.6666666666666665,1.0,1.0
